0.000000000000000000e+00 0.000000000000000000e+00
6.346651825433925753e-02 1.325303600678026748e-04
1.269330365086785151e-01 2.229832672288550139e-04
1.903995547630177865e-01 2.426405625692245704e-04
2.538660730173570301e-01 1.852611937101558400e-04
3.173325912716962738e-01 6.906270484115623564e-05
3.807991095260355729e-01 -6.906270484115627629e-05
4.442656277803748166e-01 -1.852611937101558942e-04
5.077321460347140603e-01 -2.426405625692245704e-04
5.711986642890533039e-01 -2.229832672288550681e-04
6.346651825433925476e-01 -1.325303600678026477e-04
6.981317007977317912e-01 -6.004092773117729799e-20
7.615982190520711459e-01 1.325303600678027290e-04
8.250647373064103896e-01 2.229832672288551223e-04
8.885312555607496332e-01 2.426405625692245704e-04
9.519977738150888769e-01 1.852611937101558129e-04
1.015464292069428121e+00 6.906270484115628985e-05
1.078930810323767364e+00 -6.906270484115611366e-05
1.142397328578106608e+00 -1.852611937101557044e-04
1.205863846832445851e+00 -2.426405625692245975e-04
1.269330365086785095e+00 -2.229832672288550139e-04
1.332796883341124339e+00 -1.325303600678027019e-04
1.396263401595463582e+00 -1.200818554623545960e-19
1.459729919849802826e+00 1.325303600678025121e-04
1.523196438104142292e+00 2.229832672288550952e-04
1.586662956358481535e+00 2.426405625692245704e-04
1.650129474612820779e+00 1.852611937101555689e-04
1.713595992867160023e+00 6.906270484115592393e-05
1.777062511121499266e+00 -6.906270484115647958e-05
1.840529029375838510e+00 -1.852611937101559484e-04
1.903995547630177754e+00 -2.426405625692245975e-04
1.967462065884516997e+00 -2.229832672288550410e-04
2.030928584138856241e+00 -1.325303600678027561e-04
2.094395102393195707e+00 6.907741373999788373e-19
2.157861620647534728e+00 1.325303600678024579e-04
2.221328138901874194e+00 2.229832672288552307e-04
2.284794657156213216e+00 2.426405625692246517e-04
2.348261175410552681e+00 1.852611937101556231e-04
2.411727693664891703e+00 6.906270484115599169e-05
2.475194211919231169e+00 -6.906270484115641182e-05
2.538660730173570190e+00 -1.852611937101559213e-04
2.602127248427909656e+00 -2.426405625692245975e-04
2.665593766682248678e+00 -2.229832672288550410e-04
2.729060284936588143e+00 -1.325303600678028103e-04
2.792526803190927165e+00 -2.401637109247091920e-19
2.855993321445266631e+00 1.325303600678031356e-04
2.919459839699605652e+00 2.229832672288548513e-04
2.982926357953945118e+00 2.426405625692245162e-04
3.046392876208284584e+00 1.852611937101556502e-04
3.109859394462623605e+00 6.906270484115604590e-05
3.173325912716963071e+00 -6.906270484115635761e-05
3.236792430971302093e+00 -1.852611937101558671e-04
3.300258949225641558e+00 -2.426405625692247060e-04
3.363725467479980580e+00 -2.229832672288550681e-04
3.427191985734320046e+00 -1.325303600678021327e-04
3.490658503988659067e+00 -3.002046386558864900e-19
3.554125022242998533e+00 1.325303600678030813e-04
3.617591540497337554e+00 2.229832672288548242e-04
3.681058058751677020e+00 2.426405625692245433e-04
3.744524577006016042e+00 1.852611937101562736e-04
3.807991095260355507e+00 6.906270484115610011e-05
3.871457613514694529e+00 -6.906270484115547669e-05
3.934924131769033995e+00 -1.852611937101558400e-04
3.998390650023373016e+00 -2.426405625692244349e-04
4.061857168277712482e+00 -2.229832672288550952e-04
4.125323686532051504e+00 -1.325303600678036505e-04
4.188790204786391413e+00 1.381548274799957675e-18
4.252256723040730435e+00 1.325303600678030271e-04
4.315723241295069457e+00 2.229832672288547971e-04
4.379189759549408478e+00 2.426405625692247873e-04
4.442656277803748388e+00 1.852611937101551623e-04
4.506122796058087410e+00 6.906270484115615432e-05
4.569589314312426431e+00 -6.906270484115540893e-05
4.633055832566765453e+00 -1.852611937101557857e-04
4.696522350821105363e+00 -2.426405625692246788e-04
4.759988869075444384e+00 -2.229832672288551223e-04
4.823455387329783406e+00 -1.325303600678022411e-04
4.886921905584122428e+00 -4.202864941182410859e-19
4.950388423838462337e+00 1.325303600678030000e-04
5.013854942092801359e+00 2.229832672288547700e-04
5.077321460347140381e+00 2.426405625692245433e-04
5.140787978601480290e+00 1.852611937101551894e-04
5.204254496855819312e+00 6.906270484115622208e-05
5.267721015110158334e+00 -6.906270484115535472e-05
5.331187533364497355e+00 -1.852611937101557586e-04
5.394654051618837265e+00 -2.426405625692246788e-04
5.458120569873176287e+00 -2.229832672288551494e-04
5.521587088127515308e+00 -1.325303600678022953e-04
5.585053606381854330e+00 -4.803274218494183839e-19
5.648520124636194240e+00 1.325303600678029458e-04
5.711986642890533261e+00 2.229832672288554747e-04
5.775453161144872283e+00 2.426405625692245704e-04
5.838919679399211304e+00 1.852611937101563821e-04
5.902386197653551214e+00 6.906270484115627629e-05
5.965852715907890236e+00 -6.906270484115696747e-05
6.029319234162229257e+00 -1.852611937101557044e-04
6.092785752416569167e+00 -2.426405625692246517e-04
6.156252270670908189e+00 -2.229832672288551765e-04
6.219718788925247210e+00 -1.325303600678023224e-04
6.283185307179586232e+00 -5.403683495805956819e-19
